"Registry name","Map color (hex)","Map color (int)"
"thermal:machine_bottler","#A7A7A7","10987431"
"thermal:machine_brewer","#A7A7A7","10987431"
"thermal:machine_centrifuge","#A7A7A7","10987431"
"thermal:machine_chiller","#A7A7A7","10987431"
"thermal:machine_crafter","#A7A7A7","10987431"
"thermal:machine_crucible","#A7A7A7","10987431"
"thermal:machine_crystallizer","#A7A7A7","10987431"
"thermal:machine_frame","#A7A7A7","10987431"
"thermal:machine_furnace","#A7A7A7","10987431"
"thermal:machine_insolator","#A7A7A7","10987431"
"thermal:machine_press","#A7A7A7","10987431"
"thermal:machine_pulverizer","#A7A7A7","10987431"
"thermal:machine_pyrolyzer","#A7A7A7","10987431"
"thermal:machine_refinery","#A7A7A7","10987431"
"thermal:machine_sawmill","#A7A7A7","10987431"
"thermal:machine_smelter","#A7A7A7","10987431"
"thermal:magenta_rockwool","#B24CD8","11685080"
"thermal:nickel_block","#A7A7A7","10987431"
"thermal:nickel_ore","#707070","7368816"
"thermal:niter_block","#D1B1A1","13742497"
"thermal:niter_ore","#707070","7368816"
"thermal:nuke_tnt","#E5E533","15066419"
"thermal:obsidian_glass","#815631","8476209"
"thermal:oil_red_sand","#D87F33","14188339"
"thermal:oil_sand","#F7E9A3","16247203"
"thermal:orange_rockwool","#D87F33","14188339"
"thermal:phyto_tnt","#E5E533","15066419"
"thermal:pink_rockwool","#F27FA5","15892389"
"thermal:polished_rich_slag","#251610","2430480"
"thermal:polished_slag","#251610","2430480"
"thermal:potato_block","#4C3223","4993571"
"thermal:potted_rubberwood_sapling","#000000","0"
"thermal:purple_rockwool","#7F3FB2","8339378"
"thermal:raw_lead_block","#4C3E5C","4996700"
"thermal:raw_nickel_block","#BA8524","12223780"
"thermal:raw_silver_block","#876B62","8874850"
"thermal:raw_tin_block","#706C8A","7367818"
"thermal:red_rockwool","#993333","10040115"
"thermal:redstone_fluid","#993333","10040115"
"thermal:redstone_tnt","#E5E533","15066419"
"thermal:rich_slag_block","#251610","2430480"
"thermal:rich_slag_bricks","#251610","2430480"
"thermal:rosin_block","#D87F33","14188339"
"thermal:rubber_block","#D1B1A1","13742497"
"thermal:rubberwood_button","#000000","0"
"thermal:rubberwood_door","#4C522A","5001770"
"thermal:rubberwood_fence","#4C522A","5001770"
"thermal:rubberwood_fence_gate","#4C522A","5001770"
"thermal:rubberwood_leaves","#007C00","31744"
"thermal:rubberwood_log","#4C522A","5001770"
"thermal:rubberwood_planks","#4C522A","5001770"
"thermal:rubberwood_pressure_plate","#4C522A","5001770"
"thermal:rubberwood_sapling","#007C00","31744"
"thermal:rubberwood_sign","#8F7748","9402184"
"thermal:rubberwood_slab","#4C522A","5001770"
"thermal:rubberwood_stairs","#4C522A","5001770"
"thermal:rubberwood_trapdoor","#4C522A","5001770"
"thermal:rubberwood_wall_sign","#8F7748","9402184"
"thermal:rubberwood_wood","#FFFCF5","16776437"
"thermal:ruby_block","#993333","10040115"
"thermal:ruby_ore","#707070","7368816"
"thermal:sapphire_block","#334CB2","3361970"
"thermal:sapphire_ore","#707070","7368816"
"thermal:sawdust_block","#8F7748","9402184"
"thermal:signalum_block","#993333","10040115"
"thermal:signalum_glass","#993333","10040115"
"thermal:silver_block","#A7A7A7","10987431"
"thermal:silver_ore","#707070","7368816"
"thermal:slag_block","#251610","2430480"
"thermal:slag_bricks","#251610","2430480"
"thermal:slime_tnt","#E5E533","15066419"
"thermal:stripped_rubberwood_log","#4C522A","5001770"
"thermal:stripped_rubberwood_wood","#4C522A","5001770"
"thermal:sugar_cane_block","#007C00","31744"
"thermal:sulfur_block","#BA8524","12223780"
"thermal:sulfur_ore","#707070","7368816"
"thermal:tar_block","#191919","1644825"
"thermal:tin_block","#A7A7A7","10987431"
"thermal:tin_ore","#707070","7368816"
"thermal:tinker_bench","#8F7748","9402184"
"thermal:white_rockwool","#FFFFFF","16777215"
"thermal:yellow_rockwool","#E5E533","15066419"
"unusualend:bolok_scale_block","#334CB2","3361970"
"unusualend:chiseled_endstone_builder","#707070","7368816"
"unusualend:chiseled_endstone_dragon","#707070","7368816"
"unusualend:chiseled_endstone_friendship","#707070","7368816"
"unusualend:chiseled_endstone_scared","#707070","7368816"
"unusualend:chiseled_endstone_us","#707070","7368816"
"unusualend:chiseled_endstone_work","#707070","7368816"
"unusualend:chiseled_glass","#000000","0"
"unusualend:chiseled_glass_pane","#000000","0"
"unusualend:chiseled_gloopstone_bricks","#7F3FB2","8339378"
"unusualend:chiseled_gneiss_brick","#707070","7368816"
"unusualend:chiseled_polished_purpur_tiles","#707070","7368816"
"unusualend:chorus_fungus","#7F3FB2","8339378"
"unusualend:chorus_nest_fence_gate","#993333","10040115"
"unusualend:chorus_nest_mosaic","#993333","10040115"
"unusualend:chorus_nest_mosaic_fence","#993333","10040115"
"unusualend:chorus_nest_mosaic_slab","#993333","10040115"
"unusualend:chorus_nest_mosaic_stairs","#993333","10040115"
"unusualend:chorus_nest_planks","#993333","10040115"
"unusualend:chorus_nest_planks_door","#993333","10040115"
"unusualend:chorus_nest_slab","#993333","10040115"
"unusualend:chorus_nest_stairs","#993333","10040115"
"unusualend:chorus_nest_trapdoor","#993333","10040115"
"unusualend:chorus_petals_block","#D8AF93","14200723"
"unusualend:chorus_roots","#7F3FB2","8339378"
"unusualend:dragon_lamp","#000000","0"
"unusualend:dragon_lamp_on","#000000","0"
"unusualend:ender_respawn_altar","#707070","7368816"
"unusualend:enderblob_block","#707070","7368816"
"unusualend:endermite_egg","#707070","7368816"
"unusualend:endermite_moult_block","#000000","0"
"unusualend:endermite_moult_bricks","#000000","0"
"unusualend:endstone_sprouts","#F27FA5","15892389"
"unusualend:endstone_tiles","#707070","7368816"
"unusualend:fading_block","#707070","7368816"
"unusualend:fading_block_on","#000000","0"
"unusualend:firefly_bulb","#707070","7368816"
"unusualend:flowering_purpur_grass","#F27FA5","15892389"
"unusualend:gloopstone","#7F3FB2","8339378"
"unusualend:gloopstone_brick_slab","#7F3FB2","8339378"
"unusualend:gloopstone_brick_stairs","#7F3FB2","8339378"
"unusualend:gloopstone_brick_wall","#7F3FB2","8339378"
"unusualend:gloopstone_bricks","#7F3FB2","8339378"
"unusualend:gloopstone_lamp","#7F3FB2","8339378"
"unusualend:gloopstone_lamp_on","#7F3FB2","8339378"
"unusualend:gneiss","#334CB2","3361970"
"unusualend:gneiss_brick_slab","#707070","7368816"
"unusualend:gneiss_brick_stairs","#707070","7368816"
"unusualend:gneiss_brick_wall","#707070","7368816"
"unusualend:gneiss_bricks","#707070","7368816"
"unusualend:golem_altar","#707070","7368816"
"unusualend:infested_end_stone","#707070","7368816"
"unusualend:infused_end_stone_bricks","#707070","7368816"
"unusualend:infused_ender_respawn_altar","#707070","7368816"
"unusualend:phantom_block","#707070","7368816"
"unusualend:phantom_membrane_block","#C7C7C7","13092807"
"unusualend:polished_gloopstone","#7F3FB2","8339378"
"unusualend:polished_gloopstone_slab","#7F3FB2","8339378"
"unusualend:polished_gloopstone_stairs","#7F3FB2","8339378"
"unusualend:polished_gneiss","#707070","7368816"
"unusualend:polished_gneiss_slab","#707070","7368816"
"unusualend:polished_gneiss_stairs","#707070","7368816"
"unusualend:polished_purpur","#707070","7368816"
"unusualend:polished_purpur_brick_slab","#707070","7368816"
"unusualend:polished_purpur_brick_stairs","#707070","7368816"
"unusualend:polished_purpur_bricks","#707070","7368816"
"unusualend:polished_purpur_slab","#707070","7368816"
"unusualend:polished_purpur_stairs","#707070","7368816"
"unusualend:polished_purpur_tiles","#707070","7368816"
"unusualend:polished_purpur_tiles_lantern","#707070","7368816"
"unusualend:polished_purpur_tiles_slab","#707070","7368816"
"unusualend:polished_purpur_tiles_stairs","#707070","7368816"
"unusualend:polished_raw_purpur_brick_wall","#707070","7368816"
"unusualend:potted_chorus_fungus","#707070","7368816"
"unusualend:purpur_embedded_end_stone","#707070","7368816"
"unusualend:purpur_grass","#F27FA5","15892389"
"unusualend:purpur_tank","#707070","7368816"
"unusualend:raw_purpur_block","#F27FA5","15892389"
"unusualend:raw_purpur_block_slab","#707070","7368816"
"unusualend:raw_purpur_block_stairs","#707070","7368816"
"unusualend:raw_purpur_wall","#707070","7368816"
"unusualend:shiny_crystal_block","#F27FA5","15892389"
"unusualend:shiny_crystal_bricks","#F27FA5","15892389"
"unusualend:shiny_crystal_tiles","#F27FA5","15892389"
"unusualend:shiny_gloopstone","#7F3FB2","8339378"
"unusualend:shulker_shooter","#707070","7368816"
"unusualend:stripped_chorus_nest_planks","#993333","10040115"
"unusualend:stripped_chorus_nest_slab","#993333","10040115"
"unusualend:stripped_chorus_nest_stairs","#993333","10040115"
"unusualend:teleportation_anchor","#707070","7368816"
"unusualend:warped_end_stone","#4C7F99","5013401"
"unusualend:warped_moss","#4C7F99","5013401"
"unusualend:weak_end_stone_bricks","#707070","7368816"
"unusualend:weak_endermite_egg","#707070","7368816"
"upgrade_aquatic:acan_coral","#4C7F99","5013401"
"upgrade_aquatic:acan_coral_block","#4C7F99","5013401"
"upgrade_aquatic:acan_coral_fan","#4C7F99","5013401"
"upgrade_aquatic:acan_coral_wall_fan","#4C7F99","5013401"
"upgrade_aquatic:acan_coralstone","#707070","7368816"
"upgrade_aquatic:acan_coralstone_slab","#707070","7368816"
"upgrade_aquatic:acan_coralstone_stairs","#707070","7368816"
"upgrade_aquatic:acan_coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:acan_coralstone_wall","#707070","7368816"
"upgrade_aquatic:beachgrass","#007C00","31744"
"upgrade_aquatic:beachgrass_thatch","#E5E533","15066419"
"upgrade_aquatic:beachgrass_thatch_slab","#E5E533","15066419"
"upgrade_aquatic:beachgrass_thatch_stairs","#E5E533","15066419"
"upgrade_aquatic:beachgrass_thatch_vertical_slab","#E5E533","15066419"
"upgrade_aquatic:bedroll","#664C33","6704179"
"upgrade_aquatic:black_bedroll","#191919","1644825"
"upgrade_aquatic:blue_bedroll","#334CB2","3361970"
"upgrade_aquatic:blue_jelly_torch","#000000","0"
"upgrade_aquatic:blue_jelly_wall_torch","#000000","0"
"upgrade_aquatic:blue_pickerelweed","#7FB238","8368696"
"upgrade_aquatic:blue_pickerelweed_block","#7FB238","8368696"
"upgrade_aquatic:boiled_blue_pickerelweed_block","#007C00","31744"
"upgrade_aquatic:boiled_purple_pickerelweed_block","#007C00","31744"
"upgrade_aquatic:brain_coralstone","#707070","7368816"
"upgrade_aquatic:brain_coralstone_slab","#707070","7368816"
"upgrade_aquatic:brain_coralstone_stairs","#707070","7368816"
"upgrade_aquatic:brain_coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:brain_coralstone_wall","#707070","7368816"
"upgrade_aquatic:branch_coral","#392923","3746083"
"upgrade_aquatic:branch_coral_block","#392923","3746083"
"upgrade_aquatic:branch_coral_fan","#392923","3746083"
"upgrade_aquatic:branch_coral_wall_fan","#392923","3746083"
"upgrade_aquatic:branch_coralstone","#707070","7368816"
"upgrade_aquatic:branch_coralstone_slab","#707070","7368816"
"upgrade_aquatic:branch_coralstone_stairs","#707070","7368816"
"upgrade_aquatic:branch_coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:branch_coralstone_wall","#707070","7368816"
"upgrade_aquatic:brown_bedroll","#664C33","6704179"
"upgrade_aquatic:bubble_coralstone","#707070","7368816"
"upgrade_aquatic:bubble_coralstone_slab","#707070","7368816"
"upgrade_aquatic:bubble_coralstone_stairs","#707070","7368816"
"upgrade_aquatic:bubble_coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:bubble_coralstone_wall","#707070","7368816"
"upgrade_aquatic:chiseled_acan_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_brain_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_branch_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_bubble_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_chrome_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_dead_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_elder_prismarine_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_finger_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_fire_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_horn_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_moss_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_petal_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_pillow_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_prismarine_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_rock_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_scute_shingles","#F7E9A3","16247203"
"upgrade_aquatic:chiseled_silk_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_star_coralstone","#707070","7368816"
"upgrade_aquatic:chiseled_tooth_bricks","#F7E9A3","16247203"
"upgrade_aquatic:chiseled_tube_coralstone","#707070","7368816"
"upgrade_aquatic:chrome_coral","#392923","3746083"
"upgrade_aquatic:chrome_coral_block","#392923","3746083"
"upgrade_aquatic:chrome_coral_fan","#392923","3746083"
"upgrade_aquatic:chrome_coral_wall_fan","#392923","3746083"
"upgrade_aquatic:chrome_coralstone","#707070","7368816"
"upgrade_aquatic:chrome_coralstone_slab","#707070","7368816"
"upgrade_aquatic:chrome_coralstone_stairs","#707070","7368816"
"upgrade_aquatic:chrome_coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:chrome_coralstone_wall","#707070","7368816"
"upgrade_aquatic:coralstone","#707070","7368816"
"upgrade_aquatic:coralstone_slab","#707070","7368816"
"upgrade_aquatic:coralstone_stairs","#707070","7368816"
"upgrade_aquatic:coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:coralstone_wall","#707070","7368816"
"upgrade_aquatic:cyan_bedroll","#4C7F99","5013401"
"upgrade_aquatic:dead_acan_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_acan_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_acan_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_acan_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_branch_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_branch_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_branch_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_branch_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_chrome_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_chrome_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_chrome_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_chrome_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_coralstone","#707070","7368816"
"upgrade_aquatic:dead_coralstone_slab","#707070","7368816"
"upgrade_aquatic:dead_coralstone_stairs","#707070","7368816"
"upgrade_aquatic:dead_coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:dead_coralstone_wall","#707070","7368816"
"upgrade_aquatic:dead_finger_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_finger_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_finger_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_finger_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_moss_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_moss_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_moss_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_moss_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_petal_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_petal_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_petal_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_petal_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_pillow_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_pillow_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_pillow_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_pillow_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_rock_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_rock_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_rock_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_rock_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_silk_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_silk_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_silk_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_silk_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_star_coral","#4C4C4C","5000268"
"upgrade_aquatic:dead_star_coral_block","#4C4C4C","5000268"
"upgrade_aquatic:dead_star_coral_fan","#4C4C4C","5000268"
"upgrade_aquatic:dead_star_coral_wall_fan","#4C4C4C","5000268"
"upgrade_aquatic:driftwood","#707070","7368816"
"upgrade_aquatic:driftwood_beehive","#707070","7368816"
"upgrade_aquatic:driftwood_boards","#707070","7368816"
"upgrade_aquatic:driftwood_bookshelf","#707070","7368816"
"upgrade_aquatic:driftwood_button","#000000","0"
"upgrade_aquatic:driftwood_chest","#707070","7368816"
"upgrade_aquatic:driftwood_door","#707070","7368816"
"upgrade_aquatic:driftwood_fence","#707070","7368816"
"upgrade_aquatic:driftwood_fence_gate","#707070","7368816"
"upgrade_aquatic:driftwood_ladder","#000000","0"
"upgrade_aquatic:driftwood_log","#707070","7368816"
"upgrade_aquatic:driftwood_planks","#707070","7368816"
"upgrade_aquatic:driftwood_post","#707070","7368816"
"upgrade_aquatic:driftwood_pressure_plate","#707070","7368816"
"upgrade_aquatic:driftwood_sign","#8F7748","9402184"
"upgrade_aquatic:driftwood_slab","#707070","7368816"
"upgrade_aquatic:driftwood_stairs","#707070","7368816"
"upgrade_aquatic:driftwood_trapdoor","#707070","7368816"
"upgrade_aquatic:driftwood_trapped_chest","#707070","7368816"
"upgrade_aquatic:driftwood_vertical_slab","#707070","7368816"
"upgrade_aquatic:driftwood_wall_sign","#707070","7368816"
"upgrade_aquatic:elder_eye","#D1B1A1","13742497"
"upgrade_aquatic:elder_guardian_spine","#7FB238","8368696"
"upgrade_aquatic:elder_prismarine_coral","#D1B1A1","13742497"
"upgrade_aquatic:elder_prismarine_coral_block","#D1B1A1","13742497"
"upgrade_aquatic:elder_prismarine_coral_fan","#D1B1A1","13742497"
"upgrade_aquatic:elder_prismarine_coral_shower","#D1B1A1","13742497"
"upgrade_aquatic:elder_prismarine_coral_wall_fan","#D1B1A1","13742497"
"upgrade_aquatic:elder_prismarine_coralstone","#707070","7368816"
"upgrade_aquatic:elder_prismarine_coralstone_slab","#707070","7368816"
"upgrade_aquatic:elder_prismarine_coralstone_stairs","#707070","7368816"
"upgrade_aquatic:elder_prismarine_coralstone_vertical_slab","#707070","7368816"
"upgrade_aquatic:elder_prismarine_coralstone_wall","#707070","7368816"
"upgrade_aquatic:embedded_ammonite","#707070","7368816"
"upgrade_aquatic:finger_coral","#9F5224","10441252"
"upgrade_aquatic:finger_coral_block","#9F5224","10441252"
"upgrade_aquatic:finger_coral_fan","#9F5224","10441252"
"upgrade_aquatic:finger_coral_wall_fan","#9F5224","10441252"
"upgrade_aquatic:finger_coralstone","#707070","7368816"
"upgrade_aquatic:finger_coralstone_slab","#707070","7368816"
"upgrade_aquatic:finger_coralstone_stairs","#707070","7368816"
